City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Ossora,RU,59.2353,163.0719,33.22,96,100,2.42,overcast clouds
348,Hami,CN,42.8,93.45,80.04,15,67,8.46,broken clouds
349,Qaanaaq,GL,77.484,-69.3632,24.3,91,98,2.04,overcast clouds
350,Clyde River,CA,70.4692,-68.5914,19.4,100,90,4.61,light snow
351,Constitucion,CL,-35.3333,-72.4167,56.08,53,100,3.04,overcast clouds
352,Ayagoz,KZ,47.9714,80.4392,60.21,68,97,16.6,overcast clouds
353,Troitsko-Pechorsk,RU,62.7084,56.1964,68.27,56,91,10.29,overcast clouds
354,Pacific Grove,US,36.6177,-121.9166,52.0,88,84,3.36,broken clouds
355,Vrangel,RU,42.7297,133.0839,53.1,76,73,4.29,broken clouds
356,Sabinopolis,BR,-18.6661,-43.0839,58.14,95,67,1.99,broken clouds
357,San Policarpo,PH,12.1791,125.5072,82.51,85,100,12.5,moderate rain
358,Altay,CN,47.8667,88.1167,72.61,27,19,12.77,few clouds
359,Srednekolymsk,RU,67.45,153.6833,35.65,86,98,5.46,overcast clouds
360,Riohacha,CO,11.5444,-72.9072,76.93,86,100,6.82,overcast clouds
361,Marsa Matruh,EG,31.3525,27.2453,73.4,56,40,14.97,scattered clouds
362,Guasdualito,VE,7.2424,-70.7324,72.1,97,94,0.96,overcast clouds
363,Kenai,US,60.5544,-151.2583,39.2,87,1,5.75,clear sky
364,Pasighat,IN,28.0667,95.3333,84.81,55,65,2.42,broken clouds
365,Egvekinot,RU,66.3167,-179.1667,21.31,92,88,2.86,overcast clouds
366,Prince George,CA,53.9166,-122.753,46.99,100,90,4.61,light rain
367,Sinnamary,GF,5.3833,-52.95,76.77,90,64,5.86,broken clouds
368,Kargasok,RU,59.0556,80.8572,55.0,76,97,4.54,overcast clouds
369,Monte Alegre,BR,-2.0078,-54.0692,73.35,97,85,3.29,overcast clouds
370,Hurricane,US,37.1753,-113.2899,62.01,31,1,3.44,clear sky
371,Auki,SB,-8.7676,160.7034,78.91,87,88,5.64,overcast clouds
372,Praia Da Vitoria,PT,38.7333,-27.0667,64.99,94,75,10.09,broken clouds
373,Acari,PE,-15.4311,-74.6158,66.02,71,30,3.62,scattered clouds
374,Narsaq,GL,60.9167,-46.05,35.6,75,20,3.44,few clouds
375,Nichinan,JP,31.6,131.3667,75.2,78,75,9.22,broken clouds
376,Merauke,ID,-8.4667,140.3333,79.72,86,43,16.71,scattered clouds
377,Sadovoye,RU,47.7764,44.5089,89.24,15,82,23.15,broken clouds
378,Dalbandin,PK,28.8947,64.4101,97.21,7,9,1.88,clear sky
379,Yerbogachen,RU,61.2767,108.0108,33.66,31,100,14.45,overcast clouds
380,Pascagoula,US,30.3658,-88.5561,63.0,94,1,9.51,clear sky
381,Tessalit,ML,20.1986,1.0114,106.12,8,65,11.83,broken clouds
382,Canandaigua,US,42.8742,-77.288,46.99,99,7,4.29,clear sky
383,Konevo,RU,62.1215,39.3192,68.36,54,54,4.5,broken clouds
384,Biltine,TD,14.5333,20.9167,103.82,5,34,18.34,scattered clouds
385,Flagstaff,US,35.1981,-111.6513,37.0,47,1,2.66,clear sky
386,Caracuaro,MX,19.0106,-101.1264,78.1,62,0,2.48,clear sky
387,Bekobod,UZ,40.2208,69.2697,89.6,18,20,11.18,few clouds
388,Nome,US,64.5011,-165.4064,32.0,80,1,4.61,clear sky
389,Edd,ER,13.9297,41.6925,93.67,46,6,12.71,clear sky
390,Viedma,AR,-40.8135,-62.9967,45.09,83,70,3.27,broken clouds
391,Jiwani,PK,25.05,61.7417,92.01,56,0,12.44,clear sky
392,Upernavik,GL,72.7868,-56.1549,30.04,87,100,3.65,overcast clouds
393,Talara,PE,-4.5772,-81.2719,68.79,80,54,13.87,broken clouds
394,Jinchang,CN,38.4953,102.1739,71.26,15,75,10.2,broken clouds
395,Saldanha,ZA,-33.0117,17.9442,62.6,63,0,1.14,clear sky
396,Kuito,AO,-12.3833,16.9333,75.2,33,0,10.36,clear sky
397,Ostrovnoy,RU,68.0531,39.5131,46.89,69,87,7.36,overcast clouds
398,Port Lincoln,AU,-34.7333,135.8667,58.55,60,98,6.78,overcast clouds
399,Guerrero Negro,MX,27.9769,-114.0611,58.62,79,26,19.86,scattered clouds
400,Horta,PT,38.5333,-28.6333,68.0,77,75,8.05,broken clouds
401,Lakselv,NO,70.0513,24.9718,50.0,66,100,14.97,overcast clouds
402,Hambantota,LK,6.1241,81.1185,93.2,66,40,6.91,scattered clouds
403,Naze,JP,28.3667,129.4833,77.0,94,75,8.05,broken clouds
404,Novoagansk,RU,61.9449,76.6625,43.47,95,100,9.78,moderate rain
405,Nemuro,JP,43.3236,145.575,46.4,100,75,3.44,broken clouds
406,Inyonga,TZ,-6.7167,32.0667,79.11,51,91,5.84,overcast clouds
407,Fairbanks,US,64.8378,-147.7164,46.4,93,90,5.75,light rain
408,Ca Mau,VN,9.1769,105.15,88.16,59,98,4.65,overcast clouds
409,Lincoln,US,40.8,-96.667,59.0,94,90,9.22,mist
410,Qingdao,CN,36.0986,120.3719,75.2,35,0,6.71,light rain
411,Mpongwe,ZM,-13.5091,28.155,82.06,25,1,5.77,clear sky
412,Chunskiy,RU,56.0815,99.6342,53.58,31,96,10.8,overcast clouds
413,Lerwick,GB,60.1545,-1.1494,48.2,87,75,5.75,broken clouds
414,Rio Gallegos,AR,-51.6226,-69.2181,44.6,87,90,12.66,overcast clouds
415,Camacari,BR,-12.6975,-38.3242,78.8,65,75,10.36,broken clouds
416,Blagoveshchensk,RU,50.2667,127.5333,66.2,34,40,8.95,scattered clouds
417,Tiznit,MA,29.5833,-9.5,80.11,35,0,5.48,clear sky
418,Wajima,JP,37.4,136.9,57.2,100,90,4.61,fog
419,Sosva,RU,59.1766,61.8558,82.06,31,75,16.35,broken clouds
420,Hede,CN,33.7681,120.2517,62.51,68,100,5.46,overcast clouds
421,Khandbari,NP,27.3747,87.2039,81.34,51,77,2.08,broken clouds
422,Ahuimanu,US,21.4447,-157.8378,73.4,68,20,12.66,light rain
423,Labuhan,ID,-6.8844,112.2051,83.39,71,77,7.02,broken clouds
424,Hopkinsville,US,36.8656,-87.4886,59.0,100,75,3.44,broken clouds
425,Udachnyy,RU,66.4167,112.4,25.57,94,100,19.57,light snow
426,Victor Harbor,AU,-35.5667,138.6167,53.01,83,100,4.09,overcast clouds
427,Along,IN,28.1667,94.7667,84.15,60,84,3.91,broken clouds
428,Salalah,OM,17.0151,54.0924,89.6,74,0,17.27,clear sky
429,Coaticook,CA,45.1334,-71.7991,44.6,93,84,4.61,broken clouds
430,Azare,NG,11.6765,10.1948,96.12,29,92,8.25,overcast clouds
431,Gambela,ET,8.25,34.5833,86.23,54,74,4.65,broken clouds
432,Chahuites,MX,16.2833,-94.1833,81.57,76,100,1.72,overcast clouds
433,Sheboygan,US,43.7333,-87.9334,46.99,93,1,3.65,mist
434,Zhezkazgan,KZ,47.8043,67.7144,86.97,19,51,13.0,broken clouds
435,Syracuse,IT,37.0881,15.2792,87.8,16,0,13.8,clear sky
436,Agadez,NE,19.75,10.25,103.46,6,0,18.03,clear sky
437,Sidi Ali,DZ,36.0998,0.4206,76.33,36,9,6.4,clear sky
438,Nola,IT,40.922,14.5329,71.01,77,40,12.66,scattered clouds
439,Bhavnagar,IN,21.7667,72.15,91.4,55,90,19.57,heavy intensity rain
440,Chokwe,MZ,-24.5333,32.9833,84.11,41,19,9.8,few clouds
441,Bayan,CN,46.0833,127.4,70.29,45,20,6.87,few clouds
442,Shenxian,CN,36.2411,115.6672,81.82,17,97,10.02,overcast clouds
443,Half Moon Bay,US,37.4636,-122.4286,55.4,93,90,6.91,mist
444,Caxito,AO,-8.5785,13.6643,84.2,79,40,4.61,scattered clouds
445,Laug,PH,15.0471,120.7509,91.99,49,75,6.91,broken clouds
446,Chaibasa,IN,22.5667,85.8167,98.6,44,40,14.14,haze
447,Custoias,PT,41.1053,-7.321,59.86,47,96,2.86,overcast clouds
448,Klyuchi,RU,52.2667,79.1667,79.81,34,22,8.77,few clouds
449,Jalu,LY,29.0331,21.5482,83.98,22,0,3.98,clear sky
450,Marawi,PH,7.9986,124.2928,87.01,73,100,2.95,light rain
451,Bereda,ES,43.2686,-7.5406,57.0,66,90,5.01,overcast clouds
452,Sept-Iles,CA,50.2001,-66.3821,43.0,100,75,6.91,broken clouds
453,Sivaki,RU,52.6333,126.75,55.26,34,97,5.08,overcast clouds
454,Ixtapa,MX,20.7,-105.2,75.0,81,0,2.17,clear sky
455,San Carlos Del Zulia,VE,9.0,-71.9135,73.02,96,100,4.0,overcast clouds
456,Tiksi,RU,71.6872,128.8694,32.02,93,66,10.45,broken clouds
457,Candido Mendes,BR,-1.4467,-45.7167,74.25,96,100,2.73,overcast clouds
458,Alta Floresta,BR,-9.8756,-56.0861,66.72,74,100,3.4,overcast clouds
459,Dakar,SN,14.6937,-17.4441,75.2,78,0,16.11,clear sky
460,Puerto Baquerizo Moreno,EC,-0.9,-89.6,73.99,83,86,10.45,overcast clouds
461,Yulara,AU,-25.2406,130.9889,60.8,25,32,8.05,scattered clouds
462,Toora-Khem,RU,52.4675,96.11,57.16,65,93,9.04,light rain
463,Vila Do Maio,CV,15.1333,-23.2167,73.4,68,75,18.41,broken clouds
464,Sile,TR,41.1754,29.6133,69.8,60,40,14.97,scattered clouds
465,Chupa,RU,66.27,33.0549,51.19,68,100,4.59,overcast clouds
466,Salym,RU,60.0625,71.4789,77.88,42,85,6.82,overcast clouds
467,Aykhal,RU,66.0,111.5,23.61,94,100,20.02,light snow
468,Chapais,CA,49.7834,-74.8492,42.8,93,1,4.61,clear sky
469,Bartica,GY,6.4,-58.6167,75.2,100,75,4.61,moderate rain
470,Lugus,PH,5.7036,120.8203,84.67,72,99,4.03,overcast clouds
471,Sheregesh,RU,52.9209,87.9869,59.59,86,98,4.92,moderate rain
472,Boa Vista,BR,2.8197,-60.6733,75.2,88,75,2.3,broken clouds
473,Parrita,CR,9.5201,-84.3225,69.8,78,0,10.36,light rain
474,Gunjur,GM,13.2019,-16.7339,80.6,57,0,8.05,clear sky
475,Ozinki,RU,51.1786,49.6769,87.73,18,2,14.85,clear sky
476,Northam,GB,51.0333,-4.2167,57.99,94,27,5.01,scattered clouds
477,Boiu Mare,RO,47.4,23.5833,68.0,49,75,9.22,broken clouds
478,Christchurch,NZ,-43.5333,172.6333,48.0,93,44,4.61,scattered clouds
479,Shabrovskiy,RU,56.636,60.5807,89.6,18,0,24.61,clear sky
480,Maamba,ZM,-17.3667,27.15,83.8,22,1,6.35,clear sky
481,North Platte,US,41.1239,-100.7654,59.0,88,90,10.36,mist
482,Hue,VN,16.4667,107.6,91.4,66,20,10.36,few clouds
483,Esmeralda,CU,21.8525,-78.1169,73.4,100,75,5.75,broken clouds
484,Kantemirovka,RU,49.7089,39.8592,80.49,41,68,18.81,broken clouds
485,Murmashi,RU,68.8154,32.8115,53.6,62,0,8.95,clear sky
486,Lukh,RU,57.0124,42.2584,76.44,49,69,4.99,broken clouds
487,San Juan,AR,-31.5375,-68.5364,55.31,65,94,1.23,overcast clouds
488,Shetpe,KZ,44.1667,52.1167,91.24,6,0,22.77,clear sky
489,Tamiahua,MX,21.2667,-97.45,76.66,94,32,5.59,scattered clouds
490,Calvinia,ZA,-31.4707,19.776,53.6,58,20,2.3,few clouds
491,Monrovia,LR,6.3005,-10.7969,84.2,79,40,6.91,scattered clouds
492,Cayenne,GF,4.9333,-52.3333,77.0,90,98,4.61,light rain
493,Arlit,NE,18.7369,7.3853,107.29,5,29,8.97,scattered clouds
494,Broome,US,42.2506,-75.833,50.0,76,1,1.61,clear sky
495,Bethanien,NA,-26.502,17.1583,71.11,23,0,6.15,clear sky
496,Kiunga,PG,-6.1219,141.2906,75.78,98,100,3.24,overcast clouds
497,Kayasula,RU,44.325,45.0,88.5,25,5,12.84,clear sky
498,Mogocha,RU,53.7333,119.7667,48.92,62,100,2.62,overcast clouds
499,Madison,US,34.7334,-86.5667,60.8,72,90,4.61,overcast clouds
500,Pokhara,NP,28.2333,83.9833,92.73,23,68,5.08,broken clouds
501,Jasdan,IN,22.0333,71.2,95.0,46,75,23.02,heavy intensity rain
502,Lunel,FR,43.6778,4.1361,66.2,45,0,24.16,clear sky
503,Siofok,HU,46.9041,18.058,54.0,86,100,17.0,overcast clouds
504,Praia,CV,14.9215,-23.5087,73.4,68,75,18.41,broken clouds
505,Muroto,JP,33.2833,134.15,73.4,94,75,4.61,light rain
506,Iskateley,RU,67.6803,53.1512,47.7,23,43,10.02,scattered clouds
507,Chernyshevskiy,RU,63.0128,112.4714,29.08,45,100,12.26,overcast clouds
508,Buchmany,UA,51.0689,28.0421,57.36,93,100,3.24,overcast clouds
509,Saint-Francois,FR,46.4154,3.9054,57.2,62,75,19.57,broken clouds
510,Kupang,ID,-10.1667,123.5833,80.6,69,75,9.22,broken clouds
511,Kuusamo,FI,65.9667,29.1833,59.0,67,0,6.91,clear sky
512,Nkhotakota,MW,-12.9274,34.2961,78.75,55,23,5.14,few clouds
513,Garowe,SO,8.4054,48.4845,96.3,32,99,16.51,overcast clouds
514,Poltavka,RU,54.3663,71.7632,90.63,18,28,18.19,scattered clouds
515,Pevek,RU,69.7008,170.3133,29.32,88,95,7.07,overcast clouds
516,Pangkalanbuun,ID,-2.6833,111.6167,78.3,93,99,2.91,overcast clouds
517,Zlocieniec,PL,53.5329,16.0113,66.0,51,68,8.03,broken clouds
518,Sattur,IN,9.3667,77.9333,96.8,41,20,9.01,few clouds
519,Okhotsk,RU,59.3833,143.3,37.4,73,99,5.37,overcast clouds
520,Kabalo,CD,-6.05,26.9167,87.62,44,91,7.23,overcast clouds
521,Sokoto,NG,13.0609,5.239,97.14,28,48,6.24,scattered clouds
522,Plettenberg Bay,ZA,-34.0527,23.3716,62.51,51,0,8.79,clear sky
523,Luancheng,CN,37.8792,114.6517,82.4,30,0,8.95,clear sky
524,Progreso,MX,21.2833,-89.6667,75.2,94,40,10.36,scattered clouds
525,Yenagoa,NG,4.9247,6.2642,85.71,68,100,5.66,overcast clouds
526,Kavaratti,IN,10.5669,72.642,83.3,79,99,18.39,overcast clouds
527,Ximei,CN,24.9639,118.3794,87.8,70,20,11.18,few clouds
528,Madridejos,ES,39.4682,-3.532,73.0,49,40,3.44,scattered clouds
529,Baruun-Urt,MN,46.6806,113.2792,75.13,15,21,15.28,few clouds
530,Kushima,JP,31.4583,131.2333,75.2,78,75,9.22,broken clouds
531,Acarau,BR,-2.8856,-40.12,75.83,86,11,9.44,few clouds
532,Champerico,GT,14.3,-91.9167,64.99,95,88,5.03,overcast clouds
533,Harper,LR,4.375,-7.7169,81.88,78,100,6.17,light rain
534,Moussoro,TD,13.6408,16.4901,105.33,9,18,7.67,few clouds
535,Panama City,PA,8.9936,-79.5197,80.01,83,90,6.91,overcast clouds
536,Hobyo,SO,5.3505,48.5268,87.8,63,34,22.28,scattered clouds
537,Nayoro,JP,44.3506,142.4578,51.44,85,100,4.74,overcast clouds
538,Ashland,US,40.8167,-82.2665,52.0,86,100,4.9,overcast clouds
539,Yoichi,JP,43.2039,140.7703,59.0,77,75,14.97,broken clouds
540,Petatlan,MX,17.5167,-101.2667,79.02,78,0,1.57,clear sky
541,Benguela,AO,-12.5763,13.4055,88.57,47,0,4.38,clear sky
542,Carballo,ES,43.213,-8.691,62.01,75,67,5.01,broken clouds
543,Eureka,US,40.8021,-124.1637,50.0,95,100,2.8,overcast clouds
544,Fortuna,US,40.5982,-124.1573,50.0,100,90,1.66,overcast clouds
545,Beloha,MG,-25.1667,45.05,86.56,26,0,6.55,clear sky
546,Mogadishu,SO,2.0371,45.3438,86.0,66,40,14.97,scattered clouds
547,Gorontalo,ID,0.5412,123.0595,77.14,95,100,5.28,overcast clouds
548,Songjianghe,CN,42.1859,127.479,59.61,43,9,3.62,clear sky
549,Mangrol,IN,21.1167,70.1167,85.17,64,100,32.3,heavy intensity rain
550,Gobabis,NA,-22.45,18.9667,74.01,18,70,1.86,broken clouds
551,Dawei,MM,14.0833,98.2,89.15,66,94,5.61,overcast clouds
552,Monastyrshchina,RU,54.3496,31.838,72.12,72,100,15.82,overcast clouds
553,Tungor,RU,53.3808,142.9564,37.31,80,5,1.99,clear sky
554,San Borja,BO,-14.8167,-66.85,72.43,90,97,2.64,overcast clouds
555,Mitha Tiwana,PK,32.2486,72.1108,102.49,14,0,5.1,clear sky
556,Teahupoo,PF,-17.8333,-149.2667,77.0,83,0,3.44,light rain
557,Walla Walla,US,46.0646,-118.343,66.0,45,1,8.05,clear sky
558,Komsomolskiy,UZ,40.4272,71.7189,87.8,11,0,4.61,clear sky
559,Khatanga,RU,71.9667,102.5,23.76,87,99,10.07,overcast clouds
560,Kintampo,GH,8.0563,-1.7306,87.82,56,90,4.59,overcast clouds
561,Paita,PE,-5.0892,-81.1144,67.44,82,58,11.16,broken clouds
562,Tari,NG,12.4086,4.4914,95.76,35,50,8.23,scattered clouds
563,Tukrah,LY,32.5341,20.5791,74.95,44,0,8.97,clear sky
564,Shimoda,JP,34.6667,138.95,73.0,94,100,5.99,overcast clouds
565,Wainwright,CA,52.839,-110.8572,57.2,47,38,8.05,scattered clouds
566,Bontang,ID,0.1333,117.5,82.29,78,80,3.36,broken clouds
567,Camabatela,AO,-8.1881,15.375,81.12,39,54,5.97,broken clouds
568,Bolshoye Selo,RU,57.7177,38.9334,73.62,50,72,6.69,broken clouds
569,Pimentel,PE,-6.8367,-79.9342,63.0,87,51,4.0,broken clouds
570,College,US,64.8569,-147.8028,46.4,87,75,3.44,light rain
571,Altona,DE,53.55,9.9333,60.01,67,40,8.05,scattered clouds
572,Thunder Bay,CA,48.4001,-89.3168,46.99,100,90,4.36,overcast clouds
573,Rafsanjan,IR,30.4067,55.9939,86.18,12,8,10.4,clear sky
574,Ushtobe,KZ,45.2514,77.9838,81.1,18,0,0.78,clear sky
575,Sawakin,SD,19.1059,37.3321,97.05,24,0,11.01,clear sky
576,Shar,KZ,49.5886,81.0453,76.55,36,66,13.73,broken clouds
577,Trinidad,BO,-14.8333,-64.9,72.37,87,88,3.42,overcast clouds
578,Hervey Bay,AU,-25.2986,152.8535,61.0,72,0,4.61,clear sky
579,Biak,ID,-0.9131,122.8766,77.14,85,100,3.78,light rain
580,Olafsvik,IS,64.8945,-23.7142,38.14,69,100,15.55,overcast clouds
581,Zainsk,RU,55.3195,52.0694,89.6,22,0,15.66,clear sky
582,Ibotirama,BR,-12.1853,-43.2206,69.49,65,99,2.1,overcast clouds
583,Windhoek,NA,-22.5594,17.0832,75.2,20,71,3.44,broken clouds
584,Manadhoo,MV,5.7667,73.3833,85.1,73,13,15.75,few clouds
585,Atambua,ID,-9.1061,124.8925,74.03,73,97,3.49,overcast clouds
586,Ulladulla,AU,-35.35,150.4667,55.4,62,0,8.05,clear sky
587,Zuenoula,CI,7.4292,-6.0431,87.39,56,65,4.9,broken clouds
588,Natal,BR,-5.795,-35.2094,77.0,83,20,11.5,few clouds
589,Le Port,RE,-20.9373,55.2919,81.0,69,75,24.16,light rain
590,Karratha,AU,-20.7377,116.8463,76.66,48,100,7.02,overcast clouds
591,Portland,US,45.5234,-122.6762,54.0,76,20,4.61,few clouds
592,Morondava,MG,-20.2833,44.2833,80.71,58,6,9.53,clear sky
593,Camocim,BR,-2.9022,-40.8411,75.16,84,21,9.48,few clouds
594,Dhidhdhoo,MV,6.8833,73.1,85.26,73,8,17.56,clear sky
595,Fayaoue,NC,-20.65,166.5333,76.6,75,40,17.4,scattered clouds
596,Tecpan,GT,14.7623,-90.9947,64.4,88,75,6.91,broken clouds
597,Darnah,LY,32.767,22.6367,72.3,56,2,16.06,clear sky
598,Malanje,AO,-9.5402,16.341,77.61,49,16,6.87,few clouds
599,Chitipa,MW,-9.7024,33.2697,77.11,50,99,6.31,overcast clouds
600,Atar,MR,20.5169,-13.0499,87.8,18,74,13.8,broken clouds
601,Sabang,ID,5.8933,95.3214,83.88,75,89,17.96,overcast clouds
602,Muret,FR,43.3333,1.25,60.8,55,75,20.71,broken clouds
603,Torokszentmiklos,HU,47.1833,20.4167,57.2,100,90,9.22,light rain
604,Strezhevoy,RU,60.7333,77.5889,46.4,93,75,13.42,light rain
605,Fenyi,CN,27.8112,114.6681,65.21,95,100,0.78,moderate rain
606,Conde,BR,-7.2597,-34.9075,75.2,88,20,9.22,few clouds
607,Hwange,ZW,-18.3693,26.5019,88.23,17,0,1.79,clear sky
608,Kopychyntsi,UA,49.1044,25.9103,64.99,65,75,11.01,broken clouds
609,Port-Cartier,CA,50.0334,-66.8654,43.0,100,75,6.91,broken clouds
610,Teya,RU,60.3778,92.6267,48.33,25,8,7.72,clear sky
611,Farafangana,MG,-22.8167,47.8333,80.33,67,1,10.16,clear sky
612,Tommot,RU,58.9564,126.2925,40.39,53,100,6.15,overcast clouds
613,Karpogory,RU,64.0019,44.4451,64.24,54,90,2.89,overcast clouds
614,Korla,CN,41.7597,86.1469,73.06,21,98,2.42,overcast clouds
615,Port Hueneme,US,34.1478,-119.1951,57.99,82,90,11.5,overcast clouds
616,Natchez,US,31.5604,-91.4032,69.8,88,90,3.44,overcast clouds
617,Nelson Bay,AU,-32.7167,152.15,53.01,93,21,7.85,few clouds
618,Igrim,RU,63.1906,64.4162,51.04,75,100,8.68,light rain
619,Bandarbeyla,SO,9.4942,50.8122,93.51,52,62,23.15,broken clouds
620,Erzin,TR,36.9559,36.2,73.0,75,0,8.99,clear sky
621,Walker,US,30.7335,-95.5669,73.4,100,90,3.44,overcast clouds
622,Panguna,PG,-6.3164,155.4848,69.94,95,99,2.91,overcast clouds
623,Luau,AO,-10.7073,22.2247,81.16,34,91,6.35,overcast clouds
624,Benghazi,LY,32.1167,20.0667,71.83,55,30,8.14,scattered clouds
625,Margate,GB,51.3813,1.3862,55.99,74,48,4.0,scattered clouds
626,Luwero,UG,0.8492,32.4731,84.78,44,66,1.92,broken clouds
627,Tsogni,GA,-2.7942,10.0988,83.19,74,78,5.68,light rain
628,Zyryanka,RU,65.75,150.85,45.16,64,92,9.28,overcast clouds
629,General Roca,AR,-39.0333,-67.5833,46.4,81,0,4.61,clear sky
630,Avera,US,33.194,-82.5271,54.0,64,1,4.99,clear sky
631,Kingseat,GB,56.0974,-3.4084,55.4,71,40,3.44,scattered clouds
632,Ostersund,SE,63.1792,14.6357,45.0,100,90,5.75,light rain
633,Vanavara,RU,60.34,102.2797,39.36,31,100,10.54,overcast clouds
634,Qui Nhon,VN,13.7667,109.2333,86.05,75,35,12.8,scattered clouds
635,Richards Bay,ZA,-28.783,32.0377,70.27,68,71,7.9,light rain
636,Conakry,GN,9.538,-13.6773,82.4,78,20,6.91,few clouds
637,Samfya,ZM,-11.3649,29.5565,77.18,36,12,6.24,few clouds
638,Wyndham,US,37.6985,-77.6125,52.0,93,1,3.15,clear sky
639,Gigant,RU,46.5066,41.3419,76.87,49,5,2.75,clear sky
640,Namibe,AO,-15.1961,12.1522,84.2,48,20,13.8,few clouds
641,Ugoofaaru,MV,5.6667,73.0,84.85,73,9,16.24,clear sky
642,Sabya,SA,17.1495,42.6254,96.8,56,3,10.36,clear sky
643,Iralaya,HN,15.0,-83.2333,78.28,77,89,6.51,overcast clouds
644,Belyy Yar,RU,53.6039,91.3903,62.6,67,40,17.9,scattered clouds
645,Puerto Narino,CO,-3.7703,-70.3831,73.4,100,75,1.86,broken clouds
646,Mount Pleasant,US,32.7941,-79.8626,63.0,100,1,1.68,clear sky
647,Bud,US,39.447,-86.1758,57.0,98,100,8.25,heavy intensity rain
648,Vanimo,PG,-2.6741,141.3028,81.3,84,94,5.12,overcast clouds
649,Lazaro Cardenas,MX,17.9583,-102.2,79.65,73,7,0.58,clear sky
650,Quelimane,MZ,-17.8786,36.8883,87.8,51,0,3.44,clear sky
651,Molina,CL,-35.1167,-71.2833,37.4,100,99,2.3,mist
652,Kpandae,GH,8.4689,-0.0113,89.58,55,74,7.02,broken clouds
653,Adrar,MR,20.5022,-10.0711,95.59,12,96,14.34,overcast clouds
654,Jiangyou,CN,31.7667,104.7167,73.98,45,100,6.53,overcast clouds
655,Lodja,CD,-3.4833,23.4333,87.8,49,100,5.14,overcast clouds
656,Manasa,IN,24.4837,75.2687,78.58,80,99,12.28,overcast clouds
657,Gari,RU,59.4307,62.3497,81.12,32,75,17.52,broken clouds
658,Aswan,EG,24.0934,32.907,102.33,10,0,6.08,clear sky
659,Launceston,AU,-41.45,147.1667,44.01,75,3,3.44,clear sky
660,Kabelvag,NO,68.2114,14.4817,51.24,69,98,3.18,overcast clouds
661,Indian Head,US,38.6001,-77.1622,51.8,93,1,2.35,clear sky
662,Acapulco,MX,16.8634,-99.8901,81.12,75,3,3.09,clear sky
663,Rongcheng,CN,30.634,117.8517,66.34,79,97,1.99,moderate rain
664,Belinskiy,RU,52.9647,43.4165,81.68,39,82,13.85,broken clouds
665,Ulaanbaatar,MN,47.9077,106.8832,71.6,17,40,15.66,scattered clouds
666,Katobu,ID,-4.9408,122.5276,76.08,91,100,5.35,overcast clouds
667,Talaya,RU,61.3833,152.75,32.99,82,97,2.19,overcast clouds
668,Lubango,AO,-14.9172,13.4925,73.9,29,0,4.81,clear sky
669,Ginda,IN,30.6945,78.4932,82.38,20,26,6.53,scattered clouds
670,Port Said,EG,31.2565,32.2841,75.2,64,20,13.8,few clouds
671,Kholodnyy,RU,62.7167,147.95,42.42,52,99,7.07,overcast clouds
672,Aitape,PG,-3.1374,142.3475,80.51,86,94,4.76,overcast clouds
673,Melo,UY,-32.3667,-54.1833,45.52,87,1,3.22,clear sky
674,Opuwo,NA,-18.0607,13.84,81.93,19,0,10.02,clear sky
675,Pochutla,MX,15.7432,-96.4661,77.0,77,57,4.0,broken clouds
676,Hohhot,CN,40.8106,111.6522,71.6,21,20,13.42,few clouds
