City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Ishigaki,JP,2021-05-12 04:56:31,24.3448,124.1572,86.0,79,20,18.41
286,Mount Gambier,AU,2021-05-12 04:56:00,-37.8333,140.7667,60.8,55,0,5.75
287,Staroaleyskoye,RU,2021-05-12 04:56:32,51.0061,82.0,61.81,40,91,10.6
288,Pak Phanang,TH,2021-05-12 04:56:33,8.3511,100.202,95.0,59,40,3.44
289,Honiara,SB,2021-05-12 04:56:33,-9.4333,159.95,81.79,82,87,2.33
290,Cherskiy,RU,2021-05-12 04:56:33,68.75,161.3,26.78,80,92,4.83
291,Yelizovo,RU,2021-05-12 04:56:34,53.1873,158.3805,53.6,37,85,6.71
292,Paamiut,GL,2021-05-12 04:56:34,61.994,-49.6678,36.41,75,100,1.57
293,Bubaque,GW,2021-05-12 04:56:35,11.2833,-15.8333,77.13,77,77,10.76
294,Tiksi,RU,2021-05-12 04:56:35,71.6872,128.8694,26.29,81,80,5.88
295,Cooma,AU,2021-05-12 04:56:36,-36.2333,149.1333,53.6,87,75,8.05
296,Lakes Entrance,AU,2021-05-12 04:56:36,-37.8811,147.981,57.99,94,100,1.01
297,Boyolangu,ID,2021-05-12 04:56:24,-8.1181,111.8935,84.25,69,62,10.89
298,Vavatenina,MG,2021-05-12 04:56:36,-17.4667,49.2,70.54,91,87,1.88
299,Narsaq,GL,2021-05-12 04:56:37,60.9167,-46.05,39.2,52,75,3.44
300,Hambantota,LK,2021-05-12 04:56:37,6.1241,81.1185,86.0,84,40,9.22
301,Severo-Kurilsk,RU,2021-05-12 04:56:38,50.6789,156.125,36.81,87,73,13.02
302,Inhambane,MZ,2021-05-12 04:56:38,-23.865,35.3833,59.0,100,20,1.5
303,Payakumbuh,ID,2021-05-12 04:56:39,-0.2202,100.6308,81.3,79,80,2.06
304,Anadyr,RU,2021-05-12 04:56:39,64.75,177.4833,33.8,93,75,17.9
305,Olinda,BR,2021-05-12 04:56:40,-8.0089,-34.8553,71.6,94,75,2.3
306,Charters Towers,AU,2021-05-12 04:56:40,-20.1,146.2667,84.99,42,7,3.49
307,Brae,GB,2021-05-12 04:56:41,60.3964,-1.353,46.4,93,90,11.5
308,Tessalit,ML,2021-05-12 04:56:41,20.1986,1.0114,84.87,13,19,9.78
309,Puri,IN,2021-05-12 04:56:42,19.8,85.85,87.8,62,20,4.61
310,Wajid,SO,2021-05-12 04:56:42,3.8093,43.2471,77.67,61,98,21.41
311,Acarau,BR,2021-05-12 04:56:43,-2.8856,-40.12,75.38,88,44,9.69
312,Adamovka,RU,2021-05-12 04:56:43,51.5223,59.9396,65.8,32,93,5.86
313,Mar Del Plata,AR,2021-05-12 04:52:25,-38.0023,-57.5575,48.99,93,0,4.61
314,Adrar,MR,2021-05-12 04:56:44,20.5022,-10.0711,78.62,12,0,11.59
315,Kalaswala,PK,2021-05-12 04:56:44,32.2009,74.6491,86.0,39,40,4.61
316,Karaton,ID,2021-05-12 04:56:45,-6.3424,106.1045,91.4,62,20,13.8
317,Tongren,CN,2021-05-12 04:56:45,27.7172,109.1853,73.02,87,100,3.38
318,Sabzevar,IR,2021-05-12 04:52:08,36.2126,57.6819,69.8,52,0,16.11
319,Vestmannaeyjar,IS,2021-05-12 04:56:46,63.4427,-20.2734,40.1,63,23,3.96
320,Geraldton,AU,2021-05-12 04:56:46,-28.7667,114.6,80.6,50,10,5.75
321,Basco,PH,2021-05-12 04:56:47,20.4487,121.9702,83.1,84,0,16.96
322,Loubomo,CG,2021-05-12 04:56:47,-4.1997,12.6739,70.75,97,3,1.92
323,Seoul,KR,2021-05-12 04:53:53,37.5683,126.9778,77.0,23,0,4.61
324,Skibbereen,IE,2021-05-12 04:56:48,51.55,-9.2667,46.4,93,75,11.5
325,Caaguazu,PY,2021-05-12 04:56:48,-25.45,-56.0167,56.7,98,100,5.17
326,Grindavik,IS,2021-05-12 04:56:49,63.8424,-22.4338,39.2,81,40,2.3
327,Tazovskiy,RU,2021-05-12 04:56:49,67.4667,78.7,33.35,99,99,7.34
328,Koson,UZ,2021-05-12 04:56:50,39.0375,65.585,73.4,40,0,9.22
329,Morondava,MG,2021-05-12 04:56:50,-20.2833,44.2833,73.67,56,9,5.68
330,Usakos,NA,2021-05-12 04:56:51,-22.0,15.6,63.05,30,0,8.9
331,Kawalu,ID,2021-05-12 04:56:51,-7.3817,108.2082,86.7,59,80,5.59
332,Yulara,AU,2021-05-12 04:56:52,-25.2406,130.9889,69.8,37,0,5.75
333,Bucerias,MX,2021-05-12 04:53:19,20.75,-105.3333,81.0,83,90,2.91
334,Ancud,CL,2021-05-12 04:56:52,-41.8697,-73.8203,48.99,93,90,5.75
335,Bathsheba,BB,2021-05-12 04:56:53,13.2167,-59.5167,78.8,65,40,20.71
336,San Clemente,US,2021-05-12 04:55:33,33.427,-117.612,63.0,85,16,1.9
337,Whitehorse,CA,2021-05-12 04:56:53,60.7161,-135.0538,50.0,37,40,16.11
338,Rawson,AR,2021-05-12 04:56:54,-43.3002,-65.1023,57.15,34,93,7.49
339,Broome,US,2021-05-12 04:56:54,42.2506,-75.833,39.0,70,1,9.22
340,Clyde River,CA,2021-05-12 04:56:55,70.4692,-68.5914,19.4,93,90,2.3
341,Tynda,RU,2021-05-12 04:56:55,55.1667,124.7167,49.15,73,100,6.46
342,Kachug,RU,2021-05-12 04:55:42,53.9606,105.8817,47.25,49,100,9.31
343,Albanel,CA,2021-05-12 04:56:56,48.8832,-72.4487,48.2,49,98,8.05
344,Lewisville,US,2021-05-12 04:54:37,33.0462,-96.9942,57.99,100,90,6.91
345,Mabaruma,GY,2021-05-12 04:56:56,8.2,-59.7833,72.01,96,53,2.35
346,Camacha,PT,2021-05-12 04:56:57,33.0833,-16.3333,62.6,77,20,8.05
347,Carutapera,BR,2021-05-12 04:56:57,-1.195,-46.02,73.42,95,36,4.34
348,Vardo,NO,2021-05-12 04:56:58,70.3705,31.1107,37.4,81,75,6.91
349,Tombouctou,ML,2021-05-12 04:56:58,20.0,-3.0,85.55,13,4,10.51
350,Camopi,GF,2021-05-12 04:56:59,3.1655,-52.3158,70.27,99,98,1.01
351,Severnyy,RU,2021-05-12 04:56:59,50.677,36.5532,48.2,81,75,20.13
352,Nampa,US,2021-05-12 04:54:00,43.5407,-116.5635,57.2,28,1,2.08
353,Palana,RU,2021-05-12 04:57:00,59.1167,159.9667,32.61,66,26,15.57
354,Pingshan,CN,2021-05-12 04:57:00,22.9938,114.7131,94.28,47,41,13.62
355,Thompson,CA,2021-05-12 04:57:00,55.7435,-97.8558,51.8,40,40,5.75
356,Rafaela,AR,2021-05-12 04:55:08,-31.2503,-61.4867,46.0,53,0,2.53
357,Clearwater,US,2021-05-12 04:57:01,27.9659,-82.8001,79.0,83,1,7.63
358,Depalpur,IN,2021-05-12 04:57:02,22.85,75.55,86.0,42,1,11.5
359,Jacksonville,US,2021-05-12 04:53:22,30.3322,-81.6556,73.4,88,90,5.75
360,Tagusao,PH,2021-05-12 04:57:02,9.1924,117.8141,88.18,66,48,4.56
361,Kieta,PG,2021-05-12 04:57:03,-6.2167,155.6333,83.17,73,53,4.79
362,Quelimane,MZ,2021-05-12 04:55:06,-17.8786,36.8883,68.0,94,40,5.75
363,Yar-Sale,RU,2021-05-12 04:57:03,66.8333,70.8333,36.09,98,97,3.78
364,Vostok,RU,2021-05-12 04:57:04,46.4856,135.8833,59.2,39,99,9.8
365,Traralgon,AU,2021-05-12 04:57:04,-38.1833,146.5333,62.01,73,74,1.99
366,Luderitz,NA,2021-05-12 04:53:14,-26.6481,15.1594,66.76,43,0,7.74
367,Sosnovka,RU,2021-05-12 04:57:05,56.255,51.2842,71.24,45,11,4.65
368,Tautira,PF,2021-05-12 04:57:06,-17.7333,-149.15,82.4,65,75,4.61
369,Ostersund,SE,2021-05-12 04:57:06,63.1792,14.6357,48.99,87,0,1.72
370,Cap Malheureux,MU,2021-05-12 04:57:07,-19.9842,57.6142,80.01,68,0,4.0
371,Umm Lajj,SA,2021-05-12 04:57:07,25.0213,37.2685,83.19,51,9,2.84
372,Lashio,MM,2021-05-12 04:57:08,22.9333,97.75,76.1,76,100,2.89
373,Puerto Escondido,MX,2021-05-12 04:57:08,15.85,-97.0667,83.12,76,70,5.77
374,Half Moon Bay,US,2021-05-12 04:57:09,37.4636,-122.4286,59.0,100,90,4.61
375,Hovd,MN,2021-05-12 04:57:09,48.0056,91.6419,57.83,28,28,9.89
376,Ahipara,NZ,2021-05-12 04:57:10,-35.1667,173.1667,64.17,87,89,7.56
377,Koumra,TD,2021-05-12 04:57:11,8.9126,17.5539,77.92,65,76,4.25
378,Nouadhibou,MR,2021-05-12 04:57:11,20.931,-17.0347,66.2,72,0,21.85
379,Pavlogradka,RU,2021-05-12 04:57:11,54.2024,73.5592,70.48,26,79,10.58
380,Okahandja,NA,2021-05-12 04:57:12,-21.9833,16.9167,51.8,54,0,9.22
381,Zhuzhou,CN,2021-05-12 04:57:13,27.8333,113.15,78.8,69,20,4.47
382,Necochea,AR,2021-05-12 04:57:13,-38.5473,-58.7368,45.5,58,0,10.63
383,Havre,FR,2021-05-12 04:57:13,49.5833,0.3333,48.2,87,0,10.36
384,Haines Junction,CA,2021-05-12 04:57:14,60.7522,-137.5108,44.6,45,96,9.22
385,Kavaratti,IN,2021-05-12 04:57:14,10.5669,72.642,84.47,72,100,3.36
386,Esperance,AU,2021-05-12 04:57:15,-33.8667,121.9,60.8,100,90,19.57
387,Benfleet,GB,2021-05-12 04:57:15,51.565,0.5558,50.0,87,20,12.66
388,Jacareacanga,BR,2021-05-12 04:57:16,-6.2222,-57.7528,75.06,89,100,1.34
389,Astoria,US,2021-05-12 04:57:16,46.1879,-123.8313,53.6,82,1,9.22
390,Maun,BW,2021-05-12 04:53:13,-19.9833,23.4167,57.2,62,0,5.75
391,Carlsbad,US,2021-05-12 04:52:17,33.1581,-117.3506,63.0,82,90,2.62
392,Mount Isa,AU,2021-05-12 04:57:17,-20.7333,139.5,80.6,22,0,8.05
393,Lazaro Cardenas,MX,2021-05-12 04:57:17,17.9583,-102.2,79.92,83,96,1.95
394,Kandi,BJ,2021-05-12 04:57:18,11.1342,2.9386,82.42,52,15,6.8
395,Dambulla,LK,2021-05-12 04:57:18,7.86,80.6517,88.77,58,100,3.67
396,Port Hardy,CA,2021-05-12 04:57:19,50.6996,-127.4199,50.0,100,90,2.3
397,Jalu,LY,2021-05-12 04:57:19,29.0331,21.5482,75.85,16,2,7.14
398,Milkovo,RU,2021-05-12 04:57:20,54.7167,158.6167,48.15,44,97,4.92
399,Bilibino,RU,2021-05-12 04:57:20,68.0546,166.4372,31.32,76,95,2.28
400,Bandar-E Lengeh,IR,2021-05-12 04:57:21,26.5579,54.8807,84.2,84,40,11.5
401,Roebourne,AU,2021-05-12 04:57:21,-20.7833,117.1333,88.07,28,0,9.04
402,Riyadh,SA,2021-05-12 04:54:17,24.6877,46.7219,84.2,26,0,7.56
403,Bac Lieu,VN,2021-05-12 04:53:14,9.285,105.7244,90.25,55,20,10.22
404,Goderich,CA,2021-05-12 04:57:22,43.7501,-81.7165,42.8,75,82,9.22
405,Mocuba,MZ,2021-05-12 04:57:22,-16.8392,36.9856,64.09,97,94,2.89
406,Goba,ET,2021-05-12 04:57:23,7.0167,39.9833,57.54,66,86,0.6
407,Asfi,MA,2021-05-12 04:57:23,32.2994,-9.2372,59.4,69,2,17.0
408,Katherine,AU,2021-05-12 04:57:24,-14.4667,132.2667,89.6,23,0,12.66
409,Phaltan,IN,2021-05-12 04:57:24,17.9833,74.4333,92.03,28,40,7.23
410,Nyurba,RU,2021-05-12 04:57:25,63.2842,118.3319,46.15,37,81,7.47
411,Lima,PE,2021-05-12 04:54:38,-12.0432,-77.0282,64.4,82,20,8.05
412,Isangel,VU,2021-05-12 04:57:25,-19.55,169.2667,79.45,73,71,14.5
413,Amga,RU,2021-05-12 04:56:37,60.8953,131.9608,54.75,56,100,2.01
414,At-Bashi,KG,2021-05-12 04:57:26,41.1702,75.8106,53.55,59,83,3.13
415,Bay-Khaak,RU,2021-05-12 04:57:26,51.1667,94.5,57.29,25,100,4.52
416,Hobyo,SO,2021-05-12 04:57:27,5.3505,48.5268,81.75,73,100,12.97
417,Corinth,GR,2021-05-12 04:53:19,37.9407,22.9573,64.0,52,0,1.16
418,Sjovegan,NO,2021-05-12 04:57:27,68.8726,17.8474,41.0,75,40,2.3
419,Hamilton,US,2021-05-12 04:57:28,39.1834,-84.5333,46.99,66,1,3.44
420,Irituia,BR,2021-05-12 04:57:28,-1.7711,-47.4381,72.39,98,88,2.33
421,Maniwaki,CA,2021-05-12 04:57:29,46.3834,-75.966,39.2,93,93,2.3
422,Belyy Yar,RU,2021-05-12 04:57:29,53.6039,91.3903,66.2,24,0,6.71
423,Westport,US,2021-05-12 04:57:29,41.1415,-73.3579,51.8,43,20,8.05
424,Beni Suef,EG,2021-05-12 04:57:30,29.0731,31.0979,69.89,55,0,6.6
425,Karlskoga,SE,2021-05-12 04:57:30,59.3267,14.5239,51.8,82,0,12.66
426,Moranbah,AU,2021-05-12 04:57:31,-22.0016,148.0466,85.91,37,9,2.39
427,Ponta Do Sol,PT,2021-05-12 04:57:31,32.6667,-17.1,57.99,71,62,3.0
428,Prince Rupert,CA,2021-05-12 04:57:31,54.3161,-130.3201,50.0,76,90,3.44
429,Hakkari,TR,2021-05-12 04:57:32,37.5833,44.1667,51.8,50,20,2.3
430,Felanitx,ES,2021-05-12 04:57:32,39.4696,3.1483,55.99,93,20,3.44
431,Cockburn Town,TC,2021-05-12 04:53:02,21.4612,-71.1419,79.03,85,24,22.17
432,Cabinda,AO,2021-05-12 04:57:33,-5.55,12.2,77.47,92,19,5.95
433,Kirakira,SB,2021-05-12 04:57:34,-10.4544,161.9205,83.44,73,63,4.56
434,Waycross,US,2021-05-12 04:57:34,31.2136,-82.354,71.6,94,90,3.94
435,Aras,ES,2021-05-12 04:57:35,42.5617,-2.356,50.0,81,75,3.44
436,Mirador,BR,2021-05-12 04:57:35,-6.3708,-44.3631,70.93,75,11,4.25
437,Aykhal,RU,2021-05-12 04:57:36,66.0,111.5,29.5,80,8,5.19
438,Gornyy,RU,2021-05-12 04:57:37,55.1153,83.9059,68.0,26,46,3.0
439,Lakatoro,VU,2021-05-12 04:57:37,-16.0999,167.4164,81.41,78,49,14.0
440,Kalabo,ZM,2021-05-12 04:57:38,-14.97,22.6814,54.95,66,0,5.41
441,Ongandjera,NA,2021-05-12 04:57:38,-17.8833,15.0667,60.01,35,0,8.14
442,Sterling,US,2021-05-12 04:55:30,39.0062,-77.4286,55.4,35,40,14.97
443,Cascas,PE,2021-05-12 04:57:39,-7.4833,-78.8167,66.6,72,8,4.18
444,Saint-Francois,FR,2021-05-12 04:57:39,46.4154,3.9054,44.01,100,0,1.14
445,Ilulissat,GL,2021-05-12 04:57:40,69.2167,-51.1,30.2,100,90,3.15
446,Avera,US,2021-05-12 04:54:33,33.194,-82.5271,69.8,96,90,5.75
447,Kazanskaya,RU,2021-05-12 04:57:41,45.4106,40.4361,46.99,93,72,9.04
448,Sulya,IN,2021-05-12 04:53:05,12.5667,75.3833,86.0,79,75,5.75
449,La Macarena,CO,2021-05-12 04:57:41,2.1837,-73.7849,69.3,98,94,1.48
450,Cangucu,BR,2021-05-12 04:57:42,-31.395,-52.6756,41.0,97,9,3.38
451,Barra Do Garcas,BR,2021-05-12 04:57:42,-15.89,-52.2567,66.52,62,34,0.83
452,Nanyamba,TZ,2021-05-12 04:57:43,-10.6833,39.8333,66.72,86,8,5.53
453,Nyrob,RU,2021-05-12 04:57:43,60.733,56.7202,61.68,53,98,6.2
454,Khandyga,RU,2021-05-12 04:57:44,62.6667,135.6,55.69,55,100,6.06
455,Neuquen,AR,2021-05-12 04:53:48,-38.9516,-68.0591,39.2,93,0,5.19
456,Portland,US,2021-05-12 04:57:23,45.5234,-122.6762,63.0,52,100,3.96
457,Kroya,ID,2021-05-12 04:57:44,-7.6331,109.2461,87.44,63,67,12.71
458,Nola,IT,2021-05-12 04:57:45,40.922,14.5329,61.0,79,1,3.53
459,Charlottesville,US,2021-05-12 04:57:45,38.0293,-78.4767,60.8,39,20,5.75
460,Jibuti,DJ,2021-05-12 04:57:46,11.5,42.5,84.2,84,1,3.44
461,Coahuayana,MX,2021-05-12 04:57:47,18.7333,-103.6833,77.58,86,100,1.63
462,Nata,PA,2021-05-12 04:57:47,8.3333,-80.5167,77.0,64,89,4.32
463,Nemuro,JP,2021-05-12 04:57:48,43.3236,145.575,50.0,66,40,12.66
464,Calbuco,CL,2021-05-12 04:57:48,-41.768,-73.1273,37.4,100,93,2.3
465,Beloha,MG,2021-05-12 04:57:48,-25.1667,45.05,67.23,80,0,6.04
466,Bereda,ES,2021-05-12 04:57:49,43.2686,-7.5406,51.01,93,100,14.0
467,La Mata,PA,2021-05-12 04:57:49,8.0833,-80.8833,72.0,99,98,4.34
468,Leshukonskoye,RU,2021-05-12 04:57:50,64.8989,45.7622,61.11,68,97,10.0
469,Burnie,AU,2021-05-12 04:57:50,-41.0667,145.9167,56.16,68,62,11.68
470,Chincholi,IN,2021-05-12 04:57:51,17.4667,77.4333,95.05,33,56,2.42
471,Burhar,IN,2021-05-12 04:57:51,23.2167,81.5333,96.49,26,62,11.39
472,Zyryanka,RU,2021-05-12 04:56:46,65.75,150.85,34.41,66,100,2.8
473,Cuamba,MZ,2021-05-12 04:57:52,-14.8031,36.5372,60.69,90,16,4.36
474,Nan,TH,2021-05-12 04:57:52,18.8333,100.6667,91.4,58,0,6.91
475,Ribeira Brava,PT,2021-05-12 04:57:52,32.65,-17.0667,57.99,86,62,5.01
476,Damaturu,NG,2021-05-12 04:57:53,11.747,11.9608,82.63,49,6,8.66
477,Batticaloa,LK,2021-05-12 04:57:53,7.7102,81.6924,86.63,66,100,5.19
478,Cleburne,US,2021-05-12 04:57:54,32.3476,-97.3867,59.0,100,90,9.22
479,Kalmar,SE,2021-05-12 04:57:54,56.6616,16.3616,55.0,76,6,5.75
480,Najran,SA,2021-05-12 04:57:55,17.4924,44.1277,80.6,32,0,7.36
481,Matagami,CA,2021-05-12 04:57:55,49.7502,-77.6328,35.6,75,1,9.22
482,Gaya,IN,2021-05-12 04:57:56,24.7833,85.0,89.6,48,40,4.61
483,Tateyama,JP,2021-05-12 04:57:56,34.9833,139.8667,70.0,68,75,14.97
484,Yabrud,SY,2021-05-12 04:57:57,33.9674,36.6574,64.4,32,0,1.12
485,Mehamn,NO,2021-05-12 04:57:57,71.0357,27.8492,39.2,65,75,3.44
486,Rundu,NA,2021-05-12 04:57:58,-17.9333,19.7667,51.01,56,0,5.28
487,Cawayan,PH,2021-05-12 04:57:58,9.9718,122.6249,87.13,65,96,6.46
488,Moose Factory,CA,2021-05-12 04:57:58,51.2585,-80.6094,30.2,93,1,3.44
489,Sao Borja,BR,2021-05-12 04:57:59,-28.6606,-56.0044,47.41,73,27,7.2
490,Vernon,CA,2021-05-12 04:54:16,50.2581,-119.2691,59.0,36,99,4.61
491,Verkhoyansk,RU,2021-05-12 04:58:00,67.5447,133.385,33.6,55,100,7.45
492,Along,IN,2021-05-12 04:58:00,28.1667,94.7667,67.71,90,100,1.1
493,Coquimbo,CL,2021-05-12 04:58:01,-29.9533,-71.3436,53.6,94,90,3.44
494,Jumla,NP,2021-05-12 04:58:01,29.2747,82.1838,62.67,54,65,7.11
495,Callaway,US,2021-05-12 04:58:02,30.153,-85.5699,69.01,94,40,3.44
496,Mwinilunga,ZM,2021-05-12 04:58:02,-11.7358,24.4293,52.21,79,0,4.61
497,Calvinia,ZA,2021-05-12 04:54:11,-31.4707,19.776,54.23,38,0,3.11
498,Tecuala,MX,2021-05-12 04:58:03,22.3986,-105.4569,75.04,80,31,0.47
499,High Prairie,CA,2021-05-12 04:58:03,55.4334,-116.4858,51.8,40,34,1.14
500,Swift Current,CA,2021-05-12 04:57:41,50.2834,-107.8014,44.6,45,1,11.5
501,Cam Ranh,VN,2021-05-12 04:58:04,11.9214,109.1591,91.4,62,20,8.05
502,Husavik,IS,2021-05-12 04:57:14,66.0449,-17.3389,23.0,86,0,2.3
503,Djenne,ML,2021-05-12 04:58:05,13.9061,-4.5533,89.89,33,77,4.81
504,Rocha,UY,2021-05-12 04:58:05,-34.4833,-54.3333,54.77,65,100,6.11
505,Kamaishi,JP,2021-05-12 04:58:05,39.2667,141.8833,66.2,39,20,12.66
506,Gezing,AT,2021-05-12 04:58:06,47.9178,13.1299,48.2,87,75,12.66
507,Huescar,ES,2021-05-12 04:58:07,37.811,-2.5412,46.0,70,0,3.83
508,Vaitape,PF,2021-05-12 04:58:07,-16.5167,-151.75,82.18,74,41,19.55
509,Krasnoarmeyskoye,RU,2021-05-12 04:58:08,52.7182,50.0322,62.42,59,98,10.27
510,Aasiaat,GL,2021-05-12 04:58:08,68.7098,-52.8699,29.73,90,99,6.29
511,Dryden,CA,2021-05-12 04:58:09,49.7833,-92.7503,48.2,46,1,8.05
512,Shabo,UA,2021-05-12 04:58:09,46.1326,30.386,53.6,76,0,11.18
513,Leogane,HT,2021-05-12 04:57:03,18.5108,-72.6339,80.6,74,100,13.8
514,Buala,SB,2021-05-12 04:58:10,-8.145,159.5921,83.16,75,64,4.63
515,Saryg-Sep,RU,2021-05-12 04:58:10,51.5,95.6,61.68,22,100,4.68
516,Belgrade,RS,2021-05-12 04:57:16,44.804,20.4651,64.4,48,0,11.5
517,La Palma,US,2021-05-12 04:58:10,33.8464,-118.0467,64.0,82,75,4.9
518,Aksu,CN,2021-05-12 04:58:11,41.1231,80.2644,72.91,18,100,11.77
519,Vangaindrano,MG,2021-05-12 04:58:11,-23.35,47.6,70.39,85,15,5.68
520,Skelleftea,SE,2021-05-12 04:58:12,64.7507,20.9528,52.0,100,90,2.3
521,Telford,GB,2021-05-12 04:58:12,52.6766,-2.4493,42.01,93,75,3.44
522,Boulder,US,2021-05-12 04:53:26,40.0833,-105.3505,41.0,87,90,5.17
523,Kashi,CN,2021-05-12 04:58:13,39.4547,75.9797,75.2,12,0,11.18
524,Yining,CN,2021-05-12 04:58:13,29.0361,114.5636,79.02,70,100,2.04
525,Barra Do Bugres,BR,2021-05-12 04:53:17,-15.0725,-57.1811,67.03,66,7,2.66
526,Velyka Lepetykha,UA,2021-05-12 04:58:14,47.1757,33.9436,49.87,74,61,8.7
527,Xuddur,SO,2021-05-12 04:58:14,4.1213,43.8894,76.19,62,100,18.7
528,Russell,US,2021-05-12 04:58:15,32.3502,-85.1999,68.0,94,75,3.89
529,Kearney,US,2021-05-12 04:56:34,40.6995,-99.0815,48.2,57,90,5.75
530,Batagay-Alyta,RU,2021-05-12 04:58:15,67.8006,130.4114,24.01,72,90,4.81
531,Gat,IL,2021-05-12 04:58:16,31.61,34.7642,70.0,100,0,1.01
532,Barddhaman,IN,2021-05-12 04:58:16,23.25,87.85,90.48,46,0,6.71
533,Xining,CN,2021-05-12 04:58:17,36.6167,101.7667,69.01,41,0,6.51
534,Honningsvag,NO,2021-05-12 04:58:17,70.9821,25.9704,39.2,65,75,3.44
535,Santiago Del Estero,AR,2021-05-12 04:58:17,-27.7951,-64.2615,51.67,69,0,4.81
536,Novikovo,RU,2021-05-12 04:58:18,51.1537,37.8879,49.55,73,80,15.7
537,Ciudad Valles,MX,2021-05-12 04:57:51,21.9833,-99.0167,79.09,85,87,3.06
538,Karla,EE,2021-05-12 04:58:19,59.3723,24.9275,60.8,41,0,8.05
539,San Quintin,MX,2021-05-12 04:58:19,30.4833,-115.95,58.98,79,0,5.53
540,Santa Cruz De La Palma,ES,2021-05-12 04:58:19,28.6835,-17.7642,64.4,68,0,10.36
541,Bongandanga,CD,2021-05-12 04:58:20,1.5,21.05,69.75,97,76,1.77
542,Cururupu,BR,2021-05-12 04:58:20,-1.8283,-44.8683,72.61,96,27,2.75
543,Cervo,ES,2021-05-12 04:58:21,43.6702,-7.4101,50.0,94,55,13.0
544,Walvis Bay,NA,2021-05-12 04:58:21,-22.9575,14.5053,64.4,32,0,6.91
545,Zhenhai,CN,2021-05-12 04:58:22,24.2582,118.0905,89.6,66,75,13.42
546,Matay,EG,2021-05-12 04:58:22,28.419,30.7792,70.43,51,0,6.85
547,Magnor,SE,2021-05-12 04:58:23,59.9511,12.1996,50.0,93,20,6.91
548,Porosozero,RU,2021-05-12 04:58:23,62.7191,32.727,60.08,67,24,7.81
549,Vydrino,RU,2021-05-12 04:58:23,51.485,104.8461,46.69,58,3,0.94
550,Trelew,AR,2021-05-12 04:58:24,-43.249,-65.3051,56.41,27,100,6.44
551,Loa Janan,ID,2021-05-12 04:58:24,-0.583,117.095,91.0,59,61,2.82
552,Balad,IQ,2021-05-12 04:58:25,34.0164,44.1453,89.51,22,5,6.64
553,Reyes,BO,2021-05-12 04:58:25,-14.3167,-67.3833,70.47,91,75,2.95
554,Ulladulla,AU,2021-05-12 04:58:26,-35.35,150.4667,68.0,60,75,8.05
555,Taoudenni,ML,2021-05-12 04:58:26,22.6783,-3.9836,86.95,8,0,10.89
556,Esperantinopolis,BR,2021-05-12 04:58:26,-4.8667,-44.7083,73.65,81,75,3.13
557,Moyale,KE,2021-05-12 04:58:27,3.5167,39.0584,65.52,88,100,8.19
558,Ulsteinvik,NO,2021-05-12 04:58:27,62.3432,5.8487,46.99,77,100,1.99
559,Shido,JP,2021-05-12 04:58:27,34.3233,134.1733,64.0,88,75,10.36
560,Poso,ID,2021-05-12 04:58:28,-1.3959,120.7524,88.63,54,32,5.44
561,Banda Aceh,ID,2021-05-12 04:55:04,5.5577,95.3222,85.71,70,66,4.21
562,Gazojak,TM,2021-05-12 04:58:29,41.1875,61.4036,77.63,30,1,15.17
563,Verkhnyaya Toyma,RU,2021-05-12 04:58:29,62.2349,44.9985,62.65,64,100,7.07
564,Ostrovnoy,RU,2021-05-12 04:58:29,68.0531,39.5131,41.43,95,100,14.45
565,Rio Grande,BR,2021-05-12 04:58:30,-32.035,-52.0986,41.0,97,18,10.25
566,Sorland,NO,2021-05-12 04:58:30,67.667,12.6934,42.8,87,0,3.44
567,Caceres,ES,2021-05-12 04:58:31,39.522,-6.3748,53.01,87,100,5.01
568,Omboue,GA,2021-05-12 04:58:31,-1.5746,9.2618,76.78,91,99,3.15
569,Berlevag,NO,2021-05-12 04:58:32,70.8578,29.0864,37.31,74,95,5.39
570,Feltre,IT,2021-05-12 04:58:32,46.0235,11.907,52.0,97,100,5.53
571,Jiayuguan,CN,2021-05-12 04:56:18,39.8167,98.3,71.24,17,38,10.4
572,Micheweni,TZ,2021-05-12 04:58:33,-4.9667,39.8333,79.43,73,35,13.51
